Gaziantep,Gaziantep E Tipi Kapalı Ceza İnfaz Kurumu,0342 321 0945 -,0506 600 6127,gaziantep.etcik@adalet.gov.tr,Zeytinli Mah. 79001 nolu Cad. 1 Nolu Sokak No : 101 Şehitkamil/GAZİANTEP,0342 321 0944,https://gaziantepecik.adalet.gov.tr
Gaziantep,Gaziantep H Tipi Kapalı Ceza İnfaz Kurumu,0342 321 0947 -,0506 600 6227,gaziantep.htcik@adalet.gov.tr,Kayaönü Mahallesi Turgut Özal Bulvarı 3/1 Şehitkamil/GAZİANTEP,0342 321 0943,https://gaziantephcik.adalet.gov.tr/
Gaziantep,Gaziantep L Tipi Kapalı Ceza İnfaz Kurumu,0342 482 1018 - 0342 482 1019,,gaziantep.ltkacik@adalet.gov.tr,Yavuzeli yolu Güngörge Mahallesi 114001 nolu cadde no:147 Şehitkamil/GAZİANTEP,0342 482 1034,https://gazianteplcik.adalet.gov.tr
Gaziantep,Gaziantep Şehitkamil Açık Ceza İnfaz Kurumu,0342 482 1008 -,0533 157 7042,sehitkamil.acik@adalet.gov.tr,Yavuzeli Yolu Güngörge Mah. 114001 Nolu Cd:147 Şehitkamil/GAZİANTEP,0342 482 1029,https://sehitkamilacik.adalet.gov.tr/
Gaziantep,İslahiye Açık Ceza İnfaz Kurumu (T Tipi),0342 502 4036 -,,,Beyler Mahallesi Beyler Yolu Üzeri No: 3/1 İslahiye/GAZİANTEP,0342 502 4038,https://islahiyetcik.adalet.gov.tr
Gaziantep,İslahiye Denetimli Serbestlik Müdürlüğü,-,,,,,
Gaziantep,İslahiye T Tipi Kapalı Ceza İnfaz Kurumu,0342 502 4030 - 0342 502 4028,,,Beyler Mahallesi Beyler Yolu Üzeri No: 3/1 İslahiye/GAZİANTEP,0342 502 4026,https://islahiyetcik.adalet.gov.tr
Gaziantep,Nizip Açık Ceza İnfaz Kurumu (T Tipi),0342 502 4015 -,,nizip.acik@adalet.gov.tr,Karkamış Yolu Üzeri Doğrular Mah. Doğrular Sok. No:12/8 Nizip/Gaziantep,0342 502 4019,https://nizipacik.adalet.gov.tr
Gaziantep,Nizip Denetimli Serbestlik Müdürlüğü,03425176644 -,0501 728 02 68,dsm.nizip@adalet.gov.tr,Fatih Sultan Mahallesi Akpek Sokak No:22/1 Nizip Adliyesi Ek Hizmet Binası Nizip/GAZİANTEP,03425122120,
Gaziantep,Nizip T Tipi Kapalı Ceza İnfaz Kurumu,0342 502 3610 - 0342 503 2111,,nizipkczv@adalet.gov.tr,Karkamış yolu doğrular mahallesi doğrular sokak No:12/6  Nizip/GAZİANTEP,0342 502 3609,niziptcik@adalet.gov.tr
Giresun,Espiye Açık Ceza İnfaz Kurumu (L Tipi),0454 620 0060 -,,espiye.ltkacik@adalet.gov.tr,Karadere Mahallesi Osman Kıran Mevki Küme Evleri 3/6 Espiye / Giresun,0454 620 0061,
Giresun,Espiye L Tipi Kapalı Ceza İnfaz Kurumu,0454 611 2328 -,,espiye.ltkacik@adalet.gov.tr,Karadere Mahallesi Osman Kıran Mevki Küme Evleri 3/3 Espiye / Giresun,0454 611 2820,https://espiyelcik.adalet.gov.tr
Giresun,Giresun Denetimli Serbestlik Müdürlüğü,0454 264 0010 - 0507 820 0028,,dsm.giresun@adalet.gov.tr,Kale Mah.Eşref Dizdar Cad. No:22 28100 Merkez/GİRESUN,0454 215 5072,https://giresun.adalet.gov.tr/dsm/
Giresun,Şebinkarahisar Denetimli Serbestlik Müdürlüğü,0454 711 4546 - 0507 820 0128,,dsm.sebinkarahisar@adalet.gov.tr,Şebinkarahisar Adalet Sarayı Denetimli Serbestlik Müdürlüğü 28400 Şebinkarahisar /Giresun,0454 711 3130,https://sebinkarahisar.adalet.gov.tr/ds/index1.html
Giresun,Şebinkarahisar K2 Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0454 711 26 90 -,,abbsebinkarahisar.k2tcik@adalet.gov.tr,Bülbül Mahallesi Sebahattin Okutan Sok. No : 4 Şebinkarahisar K2 Tipi Kapalı ve Açık Ceza İnfaz Kurumu Müdürlüğü Şebinkarahisar / Giresun,0454 711 4055,https://sebinkarahisar.adalet.gov.tr/
Gümüşhane,Gümüşhane Açık Ceza İnfaz Kurumu (E Tipi),0456 252 2156 - 0456 252 2158,0506 600 6129,gumushane.etcik@adalet.gov.tr,Osmangazi Mah. Atatürk Cad. No:5 Arzular Kabaköy/GÜMÜŞHANE,0456 252 2155,https://gumushaneecik.adalet.gov.tr/
Gümüşhane,Gümüşhane Denetimli Serbestlik Müdürlüğü,0456 213 7729 -,0507 820 0029,dsm.gumushane@adalet.gov.tr,Bağlarbaşı Mah. Kazımkarabekir Cad. No:59 Adliye Binası Kat:6 Merkez/GÜMÜŞHANE,0456 213 7728,https://gumushane.adalet.gov.tr/index.html
Gümüşhane,Gümüşhane E Tipi Kapalı Ceza İnfaz Kurumu,0456 252 2156 - 0456 252 2158,0506 600 6129,gumushane.etcik@adalet.gov.tr,Osmangazi Mah. Atatürk Cad. No:5 Arzular Kabaköy/GÜMÜŞHANE,0456 252 2155,https://gumushaneecik.adalet.gov.tr/
Hakkari,Hakkari Denetimli Serbestlik Müdürlüğü,0438 211 36 38 -,0507 820 00 30,dsm.hakkari@adalet.gov.tr,Bulak Mahallesi İstiklal Cad. No:17 Hakkari Valiliği Hükümet Konağı Kat:4 Merkez/ Hakkari,,
Hakkari,Hakkari Kapalı Ceza İnfaz Kurumu,0438 211 4780 -,0506 600 6130,hakkari.btcik@adalet.gov.tr,Berçelan Mah. Şht Mehmet Ceyhan Cad. (Eski Endüstri Meslek Lisesi Karşısı ) Merkez/HAKKARİ,0438 211 6087,https://hakkaricik.adalet.gov.tr/
Hakkari,Yüksekova Denetimli Serbestlik Müdürlüğü,0438 351 7062 - 5348914675,,,Yeni Mahalle Milli Egemenlik Cad. Eski Devlet Hastanesi Binası İlçe Sağlık Müdürlüğü 4. Kat Hakkari/ Yüksekova,0438 351 7063,
Hatay,Antakya Açık Ceza İnfaz Kurumu,0326 221 1676 - 0326 221 1677,0507 458 8792,antakya.acik@adalet.gov.tr,Odabaşı mh. Uğur Mumcu Bulvarı no : 147 Antakya/HATAY,0326 221 1675,https://antakyaacik.adalet.gov.tr/
Hatay,Dörtyol Denetimli Serbestlik Müdürlüğü,-,,,,,
Hatay,Hatay Açık Ceza İnfaz Kurumu (T Tipi),0326 236 1476 - 0326 236 1478,,hatay.ttcik@adalet.gov.tr,Yukarıokçular Mah. Cezaevi Cad. No: 2 Yayladağı/HATAY,0326 236 1334,https://hataytcik.adalet.gov.tr/
Hatay,Hatay Çocuk ve Gençlik Kapalı Ceza İnfaz Kurumu,0326 236 1336 - 0326 236 1337,,hatay.ckcik@adalet.gov.tr,Yukarı Okçular Mah. Cezaevi Cad. No:1 Yayladağ yolu üzeri Yayladağ/HATAY,0326 236 1339,https://hataycocukcik.adalet.gov.tr/
Hatay,Hatay Denetimli Serbestlik Müdürlüğü,0326 227 1263 - 0507 820 0031,,dsm.hatay@adalet.gov.tr,Odabaşı Mahallesi Tekel Caddesi No:4/J Antakya/HATAY,0326 228 1264,https://hatay.adalet.gov.tr/dsm_yeni/index.html
Hatay,Hatay T Tipi Kapalı Ceza İnfaz Kurumu,0326 236 1476 - 0326 236 1478,,hatay.ttcik@adalet.gov.tr,Yukarıokçular Mah. Cezaevi Cad. No: 1 Yayladağı/HATAY,0326 236 1334,https://hataytcik.adalet.gov.tr/
Hatay,İskenderun Açık Ceza İnfaz Kurumu,0326 631 4214 -,0506 600 6231,iskenderun.mtcik@adalet.gov.tr,Arsuz Yolu Üzeri 10. Km. Karahüseyinli Köyü Merkez Mevkii Akkent Sitesi Yanı İskenderun/HATAY,0326 631 4855,https://iskenderunmcik.adalet.gov.tr/
Hatay,İskenderun Denetimli Serbestlik Müdürlüğü,0326 618 5500 - 0507 820 0131,,dsm.iskenderun@adalet.gov.tr,Gürsel Mahallesi Eyüp Sultan Caddesi No: 2 ( İskenderun Adalet Sarayı Kat:4 ),0326 614 2154,https://iskenderun.adalet.gov.tr
Hatay,İskenderun T Tipi Kapalı Ceza İnfaz Kurumu,0326 631 4333 - 0326 631 4334,,abbiskenderun.ttcik@adalet.gov.tr,"Karahüseyinli Mah. Arsuz Yolu 12.km, Arsuz/HATAY",0326 631 4330,https://iskenderuntcik.adalet.gov.tr
Hatay,Kırıkhan Açık Ceza İnfaz Kurumu,0326 344 1101 -,0506 600 6250,kirikhanacik@adalet.gov.tr,Cumhuriyet Mah. DSİ Kanal Altı 1 Sokak  No: 9  Kırıkhan/HATAY,0326 345 4961,https://kirikhanacik.adalet.gov.tr
Hatay,Kırıkhan Denetimli Serbestlik Müdürlüğü,-,,,,,
Hatay,Reyhanlı Denetimli Serbestlik Müdürlüğü,-,,,,,
Isparta,Isparta Açık Ceza İnfaz Kurumu (E Tipi),0246 2243488 - 0246 224 3589,0506 600 6132,isparta.etcik@adalet.gov.tr,Davraz Mahallesi 142 Cadde No: 87 Merkez/ISPARTA,0246 224 3436,https://ispartaecik.adalet.gov.tr/
Isparta,Isparta Denetimli Serbestlik Müdürlüğü,0246 232 5083 - 0507 820 0032,,dsm.isparta@adalet.gov.tr,Gazi Kemal Mahallesi  120. cadde no :16 Merkez /Isparta,0246 232 5084,https://isparta.adalet.gov.tr/dsm_yeni/dsm_index.html
Isparta,Isparta E Tipi Kapalı Ceza İnfaz Kurumu,0246 2243488 - 0246 224 3589,0506 600 6132,isparta.etcik@adalet.gov.tr,Davraz Mahallesi 142 Cadde No: 87 Merkez/ISPARTA,0246 224 3436,https://ispartaecik.adalet.gov.tr/
Isparta,Yalvaç Açık Ceza İnfaz Kurumu (T Tipi),0246 441 4253 -,,yalvac.ttkacik@adalet.gov.tr,Bağlar Mah. Zemzem 2 Sok. No:1 Yalvaç/ISPARTA,0246 441 4257,https://yalvactcik.adalet.gov.tr
Isparta,Yalvaç Denetimli Serbestlik Müdürlüğü,0246 441 3649 - 0507 820 0132,,dsm.yalvac@adalet.gov.tr,Çarşı Mah. Cumhuriyet Cad. Çarşı Kültür Merkezi Kat:4 No:4 YALVAÇ,0246 441 3649,https://yalvac.adalet.gov.tr
Isparta,Yalvaç T Tipi Kapalı Ceza İnfaz Kurumu,0246 441 4251 -,,yalvac.ttkacik@adalet.gov.tr,Bağlar Mah. Zemzem 2 Sok. No:1 Yalvaç/ISPARTA,0246 441 4252,https://yalvactcik.adalet.gov.tr
Mersin,Anamur Açık Ceza İnfaz Kurumu (T Tipi),0324 814 8439 -,,,Malaklar Mahallesi Güzeller Sk. No: 49/1 Anamur/MERSİN,0342 816 5507,
Mersin,Anamur Denetimli Serbestlik Müdürlüğü,-,,,,,
Mersin,Anamur T Tipi Kapalı Ceza İnfaz Kurumu,0324 814 8439 -,0507 456 0888,anamur.ttcik@adalet.gov.tr,Malaklar Mahallesi Güzeller Sk. No: 49/1 Anamur/MERSİN,0324 816 5507,https://anamurtcik.adalet.gov.tr/
Mersin,Erdemli K2 Tipi Kapalı Ceza İnfaz Kurumu,0324 515 1991 -,,erdemli.k2tcik@adalet.gov.tr,Koyuncu Mah. Cezaevi Sokak Dışkapı No: 32/A Erdemli/MERSİN,0324 515 0292,https://erdemlik2cik.adalet.gov.tr/
Mersin,Mersin Açık Ceza İnfaz Kurumu (E Tipi),0324 221 7192 -,0506 600 6133,mersin.etcik@adalet.gov.tr,Çilek Mah. 134 Cad. No: 76 Akdeniz/MERSİN,0324 221 2014,https://mersinecik.adalet.gov.tr/
Mersin,Mersin Denetimli Serbestlik Müdürlüğü,0324 238 5547 - 0507 820 0033,,dsm.mersin@adalet.gov.tr,Yeni Mah. Uray Cad. No:1 Akdeniz/MERSİN,0324 238 5337,https://cte-ds.adalet.gov.tr
Mersin,Mersin E Tipi Kapalı Ceza İnfaz Kurumu,0324 221 7319 - 0324 221 7332,0506 600 6133,mersin.etcik@adalet.gov.tr,Çilek Mah. 134 Cad. No: 76 Akdeniz/MERSİN,0324 221 7696,https://mersinecik.adalet.gov.tr/
Mersin,Pozantı M Tipi Kapalı Ceza İnfaz Kurumu,0322 581 3060 -,0506 600 6266,pozanti.mtcik@adalet.gov.tr,Pozantı M Tipi Kapalı Ceza İnfaz Kurumu Hastane Cad. Pozantı / ADANA,0322 581 3316,https://pozantimcik.adalet.gov.tr/
Mersin,Silifke Açık Ceza İnfaz Kurumu (M Tipi),0324 714 1609 -,0506 600 6233,silifke.mtcik@adalet.gov.tr,Sarıcalar Mahallesi 543.Sokak No:26 Silifke/MERSİN,0324 714 9980,https://silifkemcik.adalet.gov.tr/
Mersin,Silifke Denetimli Serbestlik Müdürlüğü,0324 713 0327 - 0507 820 0133,,dsm.silifke@adalet.gov.tr,Saray Mahallesi 120. Sokak 2/3 Silifke/MERSİN,0324 713 0357,https://silifke.adalet.gov.tr/dsm/ds.html
Mersin,Silifke M Tipi Kapalı Ceza İnfaz Kurumu,0324 714 1609 - 0324 714 9044,0506 600 6233,silifke.mtcik@adalet.gov.tr,Sarıcalar Mahallesi 543.Sokak No:26 Silifke/MERSİN,0324 714 9980,https://silifkemcik.adalet.gov.tr/
Mersin,Tarsus 1 Nolu T Kapalı Ceza İnfaz Kurumu,0324 644 6317 - 0324 644 6445,0536 065 6299,tarsus.1nttkcik@adalet.gov.tr,Alifakı Mahallesi Alifakı sokak Tarsus Ceza İnfaz Kurumları Kampüsü No:246 Tarsus/MERSİN,0324 644 6281,https://tarsus1tcik.adalet.gov.tr/
Mersin,Tarsus 2 Nolu T Kapalı Ceza İnfaz Kurumu,0324 644 6280 -,0536 065 6305,tarsus.2nttkcik@adalet.gov.tr,Alifakı Mahallesi Alifakı sokak Tarsus Ceza İnfaz Kurumları Kampüsü No:246 Tarsus/MERSİN,0324 644 6136,https://tarsus2tcik.adalet.gov.tr
Mersin,Tarsus 3 Nolu T Kapalı Ceza İnfaz Kurumu,0324 644 6386 -,0536 065 6306,tarsus.3nttkcik@adalet.gov.tr,Alifakı Mahallesi Alifakı sokak Tarsus Ceza İnfaz Kurumları Kampüsü No:246 Tarsus/MERSİN,0324 644 6453,https://tarsus3tcik.adalet.gov.tr
Mersin,Tarsus Açık Ceza İnfaz Kurumu,0324 644 6118 -,0536 065 6290,tarsus.acik@adalet.gov.tr,Alifakı Mahallesi Alifakı sokak Tarsus Ceza İnfaz Kurumları Kampüsü No:246 Tarsus/MERSİN,0324 644 6321,https://tarsusacik.adalet.gov.tr
Mersin,Tarsus Çocuk ve Gençlik Kapalı Ceza İnfaz Kurumu,0324 644 6459 -,,tarsus.kccik@adalet.gov.tr,Alifakı Mahallesi Alifakı sokak Tarsus Ceza İnfaz Kurumları Kampüsü No:246 Tarsus/MERSİN,0324 644 6074,https://tarsuscocukcik.adalet.gov.tr
Mersin,Tarsus Denetimli Serbestlik Müdürlüğü,0324 613 0349 - 0507 820 0183,,dsm.tarsus@adalet.gov.tr,Tozkoparan Zahit Mah . Kasım Gülek Bulvarı Belediye Yanı Tarsus /MERSİN,0324 613 0349,https://tarsus.adalet.gov.tr/ds/
Mersin,Tarsus Kadın Kapalı Ceza İnfaz Kurumu,0324 644 6174 -,0535 107 1334,tarsus.kkcik@adalet.gov.tr,Alifakı Mahallesi Alifakı sokak Tarsus Ceza İnfaz Kurumları Kampüsü No:246 Tarsus/MERSİN,0324 644 6159,http://tarsuskkcik.adalet.gov.tr/
İstanbul,Bakırköy Denetimli Serbestlik Müdürlüğü,0212 530 0002 - 0507 820 0190,,dsm.bakirkoy@adalet.gov.tr,MERKEZ MAHALLESİ GAZİOSMANPAŞA CADDESİ NO:28-30 GÜNGÖREN/İSTANBUL,0212 530 0083,
İstanbul,Bakırköy Kadın Kapalı Ceza İnfaz Kurumu,0212 441 9703 -,,cte.sudem@adalet.gov.tr,Bahçelievler Mahallesi Çocuk Sitesi İçi No: 157 - 34188 Bahçelievler/İSTANBUL,0212 441 9702,https://cikpemist.adalet.gov.tr/
İstanbul,İstanbul Anadolu Denetimli Serbestlik Müdürlüğü,0216 545 2900 - 0507 820 0091,,dsm.istanbulanadolu@adalet.gov.tr,Hasan Paşa Mah. Uzunçayır Yolu Cd. No:20 Kadıköy/İSTANBUL,0216 457 6446,https://cte-ds.adalet.gov.tr
İstanbul,İstanbul Çocuk Eğitimevi,0216 630 62 13 -,,abbistanbul.cegt@adalet .gov.tr,İnkılap Mahallesi Küçüksu Caddesi Hekimbaşı Mevki No:263/C Ümraniye/İSTANBUL,0216 630 62 11,https://istanbulce.adalet.gov.tr/
İstanbul,İstanbul Denetimli Serbestlik Müdürlüğü,0212 521 8787 - 0507 820 0034,,dsm.istanbul@adalet.gov.tr,Gayrettepe Mahallesi Yıldız Posta Caddesi No:4 Beşiktaş/ İstanbul,0212 587 3048,https://istanbul.adalet.gov.tr/ds/
İstanbul,Kartal Açık Ceza İnfaz Kurumu (H Tipi),0216 583 0913 -,0506 600 6257,abbkartal.htcik@adalet.gov.tr,Velibaba Mah. Yakacık Cd. No:104 Pendik/İSTANBUL,0216 583 0914,https://kartalhcik.adalet.gov.tr/
İstanbul,Kartal H Tipi Kapalı Ceza İnfaz Kurumu,0216 307 6639 - 0216 307 6640,0506 600 6257,abbkartal.htcik@adalet.gov.tr,Velibaba Mah. Yakacık Cd. No:104 Pendik/İSTANBUL,0216 307 6644,https://kartalhcik.adalet.gov.tr/
İstanbul,Küçükçekmeçe Denetimli Serbestlik Müdürlüğü,0212 598 8288 - 0212 598 8488,,dsm.kucukcekmece@adalet.gov.tr,Beşyol Mahallesi Eski Londra Asfaltı Yolu No:12 Küçükçekmece/İSTANBUL,0212 598 8188,
İstanbul,Maltepe 1 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0216 564 65 11 -,0506 600 6340,maltepe.1ltcik@adalet.gov.tr,Maltepe Ceza infaz Kurumları Kampüsü Yakacık cad. No:13 Büyükbakkalköy Maltepe/İSTANBUL,0216 564 65 12,https://maltepe1lcik.adalet.gov.tr/
İstanbul,Maltepe 2 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0216 564 6521 - 0216 564 6522,0506 600 6341,maltepe.2ltcik@adalet.gov.tr,Büyükbakkalköy Mahahlesi Yakacıkyolu Sok. No:13 Maltepe / İSTANBUL,0216 564 6522,https://maltepe2lcik.adalet.gov.tr/
İstanbul,Maltepe 3 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0216 564 6531 - 0216 564 6532,0506 600 6349,maltepe.3ltcik@adalet.gov.tr,Büyükbakkalköy Mah. Yakacık Yolu Üzeri No:13 Maltepe/İSTANBUL,0 216 564 65 32,https://maltepe3lcik.adalet.gov.tr/
İstanbul,Maltepe Açık Ceza İnfaz Kurumu,0216 564 65 01 - 0506 600 6335,0506 600 6334,maltepe.acik@adalet.gov.tr,Büyükbakkalköy Mahahlesi Yakacıkyolu Sok. No:13 Maltepe / İSTANBUL,0216 564 65 02,https://maltepeacik.adalet.gov.tr/
İstanbul,Maltepe Çocuk ve Gençlik Kapalı Ceza İnfaz Kurumu,0216 564 6541 - 0216 561 8160,0506 600 6339,maltepe.cgkcik@adalet.gov.tr,Büyükbakkalköy Mah. Yakacık Yolu Sok. No: 13 Maltepe / İSTANBUL,0216 561 8161,https://maltepecocik.adalet.gov.tr/
İstanbul,Marmara 1 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0212 726 0609 -,0507 760 7212,silivri.1ltcik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0524,https://marmara1lcik.adalet.gov.tr
İstanbul,Marmara 2 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0212 726 0056 - 0212 726 0057,0507 760 7213,silivri.2ltcik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0074,https://marmara2lcik.adalet.gov.tr
İstanbul,Marmara 3 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0212 726 0026 -,0506 600 6316,silivri.3ltcik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0028,https://marmara3lcik.adalet.gov.tr
İstanbul,Marmara 4 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0212 726 0023 -,0506 600 6313,silivri.4ltcik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0022,https://marmara4lcik.adalet.gov.tr
İstanbul,Marmara 5 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0212 726 0032 -,0506 600 6317,silivri.5ltcik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0029,https://marmara5lcik.adalet.gov.tr
İstanbul,Marmara 6 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0212 726 0006 -,0506 600 6308,marmara.6ltcik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0015,https://marmara6lcik.adalet.gov.tr
İstanbul,Marmara 7 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0212 726 0010 - 0212 726 0007,0506 600 6310,silivri.7ltcik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0010,https://marmara7lcik.adalet.gov.tr
İstanbul,Marmara 8 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0212 726 0008 - 0212 726 0011,0506 600 6311,silivri.8ltcik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0013,https://marmara8lcik.adalet.gov.tr
İstanbul,Marmara Açık Ceza İnfaz Kurumu,0212 726 0000 - 0212 866 6100,0506 600 6303,silivri.acik@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0001,https://marmaraacik.adalet.gov.tr/
İstanbul,Marmara Kadın Kapalı Ceza İnfaz Kurumu,0212 890 2217 - 0212 890 2227,,marmarakkcik@adalet.gov.tr,Semizkumlar Mahallesi Çanta Caddesi No:162/2 Silivri/İSTANBUL,0212 890 2213,https://marmarakkcik.adalet.gov.tr/
İstanbul,Marmara Kapalı Ceza İnfaz Kurumu,0212 726 0684 - 0212 726 0686,0 535 107 12 78,marmara.kcik.@adalet.gov.tr,Semizkumlar Mah. Silivri Ceza İnfaz Kurumları Kampüsü 34550 Silivri/İSTANBUL,0212 726 0687,https://marmarakapalicik.adalet.gov.tr
İstanbul,Metris 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0212 538 5056 - 0212 617 5220,0506 600 6230,metris.1nttcik@adalet.gov.tr,Oruçreis Mahallesi Eski Edirne Asfaltı Üzeri No:419 Esenler/İSTANBUL,0212 537 9670,https://metristcik.adalet.gov.tr
İstanbul,Metris 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0212 618 5617 - 0212 477 6615,0506 600 6276,metris.2nttcik@adalet.gov.tr,Oruçreis Mahallesi Eski Edirne Asfaltı Üzeri No:419 Esenler/İSTANBUL,0212 6185617,https://metris2tcik.adalet.gov.tr
İstanbul,Metris R Tipi Kapalı Ceza İnfaz Kurumu (Rehabilitasyon Merkezi),0212 617 1919 -,0506 600 6276,metris.rtcik@adalet.gov.tr,Oruçreis Mahallesi Eski Edirne Asfaltı Üzeri No:419 Esenler/İSTANBUL,0212 477 98 44,https://metris2tcik.adalet.gov.tr
İstanbul,Silivri Denetimli Serbestlik Müdürlüğü,0212 729 0781 - 0212 729 07 80,0507 820 0188,dsm.silivri@adalet.gov.tr,Alibey Mahellesi Şerif Sokak No: 18 P.K. : 34570 Silivri / İSTANBUL,0212 729 0771,https://silivri.adalet.gov.tr/dsm/index.htm
İstanbul,Ümraniye E Tipi Kapalı Ceza İnfaz Kurumu,0216 632 4347 - 0216 632 4349,0506 600 6286,umraniye.etcik@adalet.gov.tr,İnkılap Mah. Küçüksu Cad.No: 267/A /1 34768 Ümraniye/İSTANBUL,0216 632 4348,https://umraniyeecik.adalet.gov.tr
İstanbul,Ümraniye T Tipi Kapalı Ceza İnfaz Kurumu,0216 631 6516 -,0506 600 6288,umraniye.ttcik@adalet.gov.tr,İnklap mh. Küçüksu cd. Ümraniye/istanbul,0216 632 5216,https://umraniyetcik.adalet.gov.tr/
İstanbul,Üsküdar/Paşakapısı Kapalı Ceza İnfaz Kurumu,0216 342 1171 -,0506 600 62 87,pasakapisikczv@adalet.gov.tr,Salacak mh. Paşakapısı sk. No:1 Üsküdar/ İstanbul,0216 342 3441,
İzmir,Bergama Açık Ceza İnfaz Kurumu (M Tipi),0232 631 2831 -,0506 600 6232,bergama.mtcik@adalet.gov.tr,Fevzipaşa Mah. 1000. Sokak No:21 Bergama/İZMİR,0232 631 2830,https://bergamamcik.adalet.gov.tr/
İzmir,Bergama Denetimli Serbestlik Müdürlüğü,0232 633 3290 -,0 507 820 0189,dsm.bergama@adalet.gov.tr,Ertuğrul Mahallesi Kaymakam Kemal Bey Cad. No:4/2  Bergama/İZMİR,0232 631 3220,https://bergama.adalet.gov.tr/denserb.html
İzmir,Bergama M Tipi Kapalı Ceza İnfaz Kurumu,0232 631 2831 - 0232 632 9943,0506 600 6232,bergama.mtcik@adalet.gov.tr,Fevzipaşa Mah. 1000. Sokak No:21 Bergama/İZMİR,0232 631 2830,https://bergamamcik.adalet.gov.tr/
İzmir,Çeşme Denetimli Serbestlik Müdürlüğü,-,,,,,
İzmir,Foça Açık Ceza İnfaz Kurumu,0 232 827 1004 - 0232 827 1005,0506 600 6254,foca.tarimacik@adalet.gov.tr,"Yeni Bağarası Mahallesi, İmam Tepe Mevkii Kümeevler No:9  Foça / İZMİR",0232 827 1001,https://focaacik.adalet.gov.tr/
İzmir,İzmir / Aliağa Kapalı Ceza İnfaz Kurumu,0232 655 0140 -,,aliaga.kcik@adalet.gov.tr,"Aliağa Ceza İnfaz Kurumları Kampüsü, Bahçedere Köyü No:63 Yenişakran/Aliağa/İZMİR",0232 655 0141,https://aliagacik.adalet.gov.tr
İzmir,İzmir 1 Nolu F Tipi Yüksek Güvenlikli Ceza İnfaz Kurumu,0232 427 1212 - 0232 427 1191,0506 600 6135,izmir.1nftcik@adalet.gov.tr,Karatekeli Caddesi No:10 Kırıklar Mevkii Buca / İZMİR,0232 427 1211,https://izmirf1.adalet.gov.tr/
İzmir,İzmir 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0232 618 1013 - 0232 618 1012,0507 456 0871,izmir.1nttcik@adalet.gov.tr,"Aliağa Ceza İnfaz Kurumları Kampüsü, Bahçedere Köyü No:63 Yenişakran/Aliağa/İZMİR",0232 618 1011,https://izmir1tcik.adalet.gov.tr/
İzmir,İzmir 2 Nolu F Tipi Yüksek Güvenlikli Ceza İnfaz Kurumu,0232 427 11 86 - 0232 427 1185,0506 600 6235,izmir.2nftcik@adalet.gov.tr,Karatekeli Caddesi No:58/1 Kırıklar Mevkii Buca / İZMİR,0232 427 1189,https://izmirf2.adalet.gov.tr/
İzmir,İzmir 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0232 618 1022 - 0232 618 1025,0507 456 0872,izmir.2nttcik@adalet.gov.tr,"Aliağa Ceza İnfaz Kurumları Kampüsü, Bahçedere Köyü No:63 Yenişakran/Aliağa/İZMİR",0232 618 1021,https://izmir2tcik.adalet.gov.tr/
