İl,İlçe,Kurum Adı,Vergi No,Vergi Dairesi,Hesap Türü,Banka Adı,IBAN
İstanbul,İstanbul,İstanbul 19. İcra Dairesi,7510007173,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR900001500158007300569656
İstanbul,İstanbul,İstanbul 19. İcra Dairesi,7510007173,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR810001500158007299353826
İstanbul,İstanbul,İstanbul 20. İcra Dairesi,8150134146,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR040001500158007299379171
İstanbul,İstanbul,İstanbul 20. İcra Dairesi,8150134146,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR300001500158007265083092
İstanbul,İstanbul,İstanbul 20. İcra Dairesi,8150134146,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR610001500158007300569693
İstanbul,İstanbul,İstanbul 21. İcra Dairesi,8150134113,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR590001500158007300569923
İstanbul,İstanbul,İstanbul 21. İcra Dairesi,8150134113,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR150001500158007273257843
İstanbul,İstanbul,İstanbul 21. İcra Dairesi,8150134113,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR650001500158007299371477
İstanbul,İstanbul,İstanbul 22. İcra Dairesi,3840004598,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR760001500158007290500241
İstanbul,İstanbul,İstanbul 22. İcra Dairesi,3840004598,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR300001500158007300569960
İstanbul,İstanbul,İstanbul 22. İcra Dairesi,3840004598,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR840001500158007299353578
İstanbul,İstanbul,İstanbul 23. İcra Dairesi,1660046689,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR320001500158007299379249
İstanbul,İstanbul,İstanbul 23. İcra Dairesi,1660046689,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR800001500158007279989928
İstanbul,İstanbul,İstanbul 23. İcra Dairesi,1660046689,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR770001500158007300570084
İstanbul,İstanbul,İstanbul 24. İcra Dairesi,1780009666,ŞİŞLİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR340001500158007279989689
İstanbul,İstanbul,İstanbul 24. İcra Dairesi,1780009666,ŞİŞLİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR570001500158007299355519
İstanbul,İstanbul,İstanbul 24. İcra Dairesi,1780009666,ŞİŞLİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR610001500158007300570081
İstanbul,İstanbul,İstanbul 25. İcra Dairesi,3840004563,ŞİŞLİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR250001500158007290502323
İstanbul,İstanbul,İstanbul 25. İcra Dairesi,3840004563,ŞİŞLİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR020001500158007300570076
İstanbul,İstanbul,İstanbul 25. İcra Dairesi,3840004563,ŞİŞLİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR680001500158007299352120
İstanbul,İstanbul,İstanbul 26. İcra Dairesi,4700046689,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR920001500158007299348002
İstanbul,İstanbul,İstanbul 26. İcra Dairesi,4700046689,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR130001500158007300570072
İstanbul,İstanbul,İstanbul 26. İcra Dairesi,4700046689,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR480001500158007272670399
İstanbul,İstanbul,İstanbul 27. İcra Dairesi,9050006821,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR890001500158007300570062
İstanbul,İstanbul,İstanbul 27. İcra Dairesi,9050006821,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR640001500158007299356945
İstanbul,İstanbul,İstanbul 27. İcra Dairesi,9050006821,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR710001500158007279989799
İstanbul,İstanbul,İstanbul 28. İcra Dairesi,3840004571,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR960001500158007300570033
İstanbul,İstanbul,İstanbul 28. İcra Dairesi,3840004571,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR420001500158007299354334
İstanbul,İstanbul,İstanbul 28. İcra Dairesi,3840004571,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR800001500158007290502206
İstanbul,İstanbul,İstanbul 29. İcra Dairesi,8140031594,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR840001500158007279989856
İstanbul,İstanbul,İstanbul 29. İcra Dairesi,8140031594,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR560001500158007299353015
İstanbul,İstanbul,İstanbul 29. İcra Dairesi,8140031594,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR760001500158007300570005
İstanbul,İstanbul,İstanbul 30. İcra Dairesi,8140461747,ŞİŞLİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR600001500158007299355950
İstanbul,İstanbul,İstanbul 30. İcra Dairesi,8140461747,ŞİŞLİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR080001500158007292558641
İstanbul,İstanbul,İstanbul 30. İcra Dairesi,8140461747,ŞİŞLİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR500001500158007300569988
İstanbul,İstanbul,İstanbul 31. İcra Dairesi,8140121491,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR940001500158007300569972
İstanbul,İstanbul,İstanbul 31. İcra Dairesi,8140121491,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR290001500158007279989973
İstanbul,İstanbul,İstanbul 31. İcra Dairesi,8140121491,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR070001500158007299352442
İstanbul,İstanbul,İstanbul 32. İcra Dairesi,8150014373,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR580001500158007266882811
İstanbul,İstanbul,İstanbul 32. İcra Dairesi,8150014373,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR850001500158007300569940
İstanbul,İstanbul,İstanbul 32. İcra Dairesi,8150014373,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR740001500158007299352012
İstanbul,İstanbul,İstanbul 33. İcra Dairesi,9040023523,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR430001500158007290497052
İstanbul,İstanbul,İstanbul 33. İcra Dairesi,9040023523,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR370001500158007299371399
İstanbul,İstanbul,İstanbul 33. İcra Dairesi,9040023523,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR060001500158007300569713
İstanbul,İstanbul,İstanbul 34. İcra Dairesi,8150014412,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR320001500158007299347918
İstanbul,İstanbul,İstanbul 34. İcra Dairesi,8150014412,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR280001500158007267020412
İstanbul,İstanbul,İstanbul 34. İcra Dairesi,8150014412,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR020001500158007300569688
İstanbul,İstanbul,İstanbul 35. İcra Dairesi,8150014390,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR490001500158007267020325
İstanbul,İstanbul,İstanbul 35. İcra Dairesi,8150014390,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR280001500158007299346438
İstanbul,İstanbul,İstanbul 35. İcra Dairesi,8150014390,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR150001500158007300569648
İstanbul,İstanbul,İstanbul 36. İcra Dairesi,8140461692,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR020001500158007292558555
İstanbul,İstanbul,İstanbul 36. İcra Dairesi,8140461692,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR780001500158007299357178
İstanbul,İstanbul,İstanbul 36. İcra Dairesi,8140461692,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR430001500158007300569629
İstanbul,İstanbul,İstanbul 37. İcra Dairesi,4700040983,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR460001500158007299371431
İstanbul,İstanbul,İstanbul 37. İcra Dairesi,4700040983,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR930001500158007300569602
İstanbul,İstanbul,İstanbul 37. İcra Dairesi,4700040983,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR700001500158007290497051
İstanbul,İstanbul,İstanbul 1. İflas Dairesi,4810029005,ŞİŞLİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR260001500158007300570711
İstanbul,İstanbul,İstanbul 1. İflas Dairesi,4810029005,ŞİŞLİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR750001500158007299442883
İstanbul,İstanbul,İstanbul 1. İflas Dairesi,4810029005,ŞİŞLİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR290001500158007265092810
İstanbul,İstanbul,İstanbul 2. İflas Dairesi,4810042445,ŞİŞLİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR240001500158007300570844
İstanbul,İstanbul,İstanbul 2. İflas Dairesi,4810042445,ŞİŞLİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR760001500158007300570878
İstanbul,İstanbul,İstanbul 2. İflas Dairesi,4810042445,ŞİŞLİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR220001500158007265092839
İstanbul,İstanbul,İstanbul 3. İflas Dairesi,4810029046,Şişli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR950001500158007299437964
İstanbul,İstanbul,İstanbul 3. İflas Dairesi,4810029046,Şişli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR550001500158007265092924
İstanbul,İstanbul,İstanbul 3. İflas Dairesi,4810029046,Şişli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR200001500158007300570916
İstanbul,İstanbul,İstanbul Gayrimenkul Satış İcra Dairesi,4811197492,ŞİŞLİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR700001500158007312437675
İstanbul,İstanbul,İstanbul Gayrimenkul Satış İcra Dairesi,4811197492,ŞİŞLİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR040001500158007312437505
İstanbul,İstanbul,İstanbul Gayrimenkul Satış İcra Dairesi,4811197492,ŞİŞLİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR640001500158007312437298
İstanbul,İstanbul,İstanbul Abonelik Sözleşmeleri İcra Dairesi,4811196757,ŞİŞLİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR850001500158007312424601
İstanbul,İstanbul,İstanbul Abonelik Sözleşmeleri İcra Dairesi,4811196757,ŞİŞLİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR500001500158007312424649
İstanbul,İstanbul,İstanbul Abonelik Sözleşmeleri İcra Dairesi,4811196757,ŞİŞLİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR300001500158007312424427
İstanbul,İstanbul,İstanbul Banka Alacakları İcra Dairesi,.,.,Emanet,T. Vakıflar Bankası T.A.O.,TR760001500158007320076220
İstanbul,İstanbul,İstanbul Banka Alacakları İcra Dairesi,.,.,Harç,T. Vakıflar Bankası T.A.O.,TR890001500158007320076277
İstanbul,İstanbul,İstanbul Banka Alacakları İcra Dairesi,.,.,Cezaevi,T. Vakıflar Bankası T.A.O.,TR600001500158007320076314
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa İcra Dairesi,8150840097,KÜÇÜKKÖY VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR760001500158007308269283
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa İcra Dairesi,8150840097,KÜÇÜKKÖY VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR610001500158007308269262
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa İcra Dairesi,8150840097,KÜÇÜKKÖY VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR640001500158007308269305
İstanbul,Silivri,Silivri İcra Dairesi,7700063061,SİLİVRİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR150001500158007300568193
İstanbul,Silivri,Silivri İcra Dairesi,7700063061,SİLİVRİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR390001500158007290498288
İstanbul,Silivri,Silivri İcra Dairesi,7700063061,SİLİVRİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR250001500158007300568207
İstanbul,Çatalca,Çatalca İcra Dairesi,2310083092,ÇATALCA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR040001500158007299277806
İstanbul,Çatalca,Çatalca İcra Dairesi,2310083092,ÇATALCA VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR820001500158007290492955
İstanbul,Çatalca,Çatalca İcra Dairesi,2310083092,ÇATALCA VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR210001500158007284964956
İstanbul,İstanbul,İstanbul Anadolu 1. İcra Dairesi,4860033735,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR160001500158007290497053
İstanbul,İstanbul,İstanbul Anadolu 1. İcra Dairesi,4860033735,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR290001500158007299378624
İstanbul,İstanbul,İstanbul Anadolu 1. İcra Dairesi,4860033735,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR350001500158007300570743
İstanbul,İstanbul,İstanbul Anadolu 2. İcra Dairesi,4860033768,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR790001500158007299385193
İstanbul,İstanbul,İstanbul Anadolu 2. İcra Dairesi,4860033768,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR850001500158007300571201
İstanbul,İstanbul,İstanbul Anadolu 2. İcra Dairesi,4860033768,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR590001500158007290497055
İstanbul,İstanbul,İstanbul Anadolu 3. İcra Dairesi,4860033784,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR980001500158007299395618
İstanbul,İstanbul,İstanbul Anadolu 3. İcra Dairesi,4860033784,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR170001500158007290497035
İstanbul,İstanbul,İstanbul Anadolu 3. İcra Dairesi,4860033784,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR880001500158007300571147
İstanbul,İstanbul,İstanbul Anadolu 4. İcra Dairesi,4860033800,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR580001500158007290497073
İstanbul,İstanbul,İstanbul Anadolu 4. İcra Dairesi,4860033800,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR600001500158007300570099
İstanbul,İstanbul,İstanbul Anadolu 4. İcra Dairesi,4860033800,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR500001500158007299438483
İstanbul,İstanbul,İstanbul Anadolu 5. İcra Dairesi,4860033818,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR760001500158007300570102
İstanbul,İstanbul,İstanbul Anadolu 5. İcra Dairesi,4860033818,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR050001500158007290497057
İstanbul,İstanbul,İstanbul Anadolu 5. İcra Dairesi,4860033818,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR300001500158007299374532
İstanbul,İstanbul,İstanbul Anadolu 6. İcra Dairesi,4860119969,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR770001500158007300570181
İstanbul,İstanbul,İstanbul Anadolu 6. İcra Dairesi,4860119969,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR440001500158007290497131
İstanbul,İstanbul,İstanbul Anadolu 6. İcra Dairesi,4860119969,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR840001500158007299375985
İstanbul,İstanbul,İstanbul Anadolu 7. İcra Dairesi,4860120027,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR840001500158007300570540
İstanbul,İstanbul,İstanbul Anadolu 7. İcra Dairesi,4860120027,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR620001500158007290497098
İstanbul,İstanbul,İstanbul Anadolu 7. İcra Dairesi,4860120027,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR510001500158007299374833
İstanbul,İstanbul,İstanbul Anadolu 8. İcra Dairesi,4860502444,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR600001500158007300570875
İstanbul,İstanbul,İstanbul Anadolu 8. İcra Dairesi,4860502444,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR250001500158007290497182
İstanbul,İstanbul,İstanbul Anadolu 8. İcra Dairesi,4860502444,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR410001500158007299391406
İstanbul,İstanbul,İstanbul Anadolu 9. İcra Dairesi,7280022647,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR660001500158007290574820
İstanbul,İstanbul,İstanbul Anadolu 9. İcra Dairesi,7280022647,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR170001500158007300569224
İstanbul,İstanbul,İstanbul Anadolu 9. İcra Dairesi,7280022647,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR430001500158007300569241
İstanbul,İstanbul,İstanbul Anadolu 10. İcra Dairesi,7280051790,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR790001500158007300569175
İstanbul,İstanbul,İstanbul Anadolu 10. İcra Dairesi,7280051790,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR910001500158007290574855
İstanbul,İstanbul,İstanbul Anadolu 10. İcra Dairesi,7280051790,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR380001500158007300569137
İstanbul,İstanbul,İstanbul Anadolu 11. İcra Dairesi,5260047778,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR560001500158007290500213
İstanbul,İstanbul,İstanbul Anadolu 11. İcra Dairesi,5260047778,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR110001500158007285117620
İstanbul,İstanbul,İstanbul Anadolu 11. İcra Dairesi,5260047778,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR080001500158007300569677
İstanbul,İstanbul,İstanbul Anadolu 12. İcra Dairesi,9190045189,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR460001500158007299352516
İstanbul,İstanbul,İstanbul Anadolu 12. İcra Dairesi,9190045189,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR820001500158007300182673
İstanbul,İstanbul,İstanbul Anadolu 12. İcra Dairesi,9190045189,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR160001500158007290498120
İstanbul,İstanbul,İstanbul Anadolu 13. İcra Dairesi,9190045210,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR710001500158007299359826
İstanbul,İstanbul,İstanbul Anadolu 13. İcra Dairesi,9190045210,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR780001500158007290498071
İstanbul,İstanbul,İstanbul Anadolu 13. İcra Dairesi,9190045210,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR100001500158007299359857
İstanbul,İstanbul,İstanbul Anadolu 14. İcra Dairesi,9190045243,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR940001500158007290498171
İstanbul,İstanbul,İstanbul Anadolu 14. İcra Dairesi,9190045243,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR430001500158007300573218
İstanbul,İstanbul,İstanbul Anadolu 14. İcra Dairesi,9190045243,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR550001500158007299294542
İstanbul,İstanbul,İstanbul Anadolu 15. İcra Dairesi,9190100460,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR530001500158007299355882
İstanbul,İstanbul,İstanbul Anadolu 15. İcra Dairesi,9190100460,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR330001500158007299355854
İstanbul,İstanbul,İstanbul Anadolu 15. İcra Dairesi,9190100460,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR930001500158007290498092
İstanbul,İstanbul,İstanbul Anadolu 16. İcra Dairesi,9190380457,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR050001500158007299296509
İstanbul,İstanbul,İstanbul Anadolu 16. İcra Dairesi,9190380457,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR260001500158007299385371
İstanbul,İstanbul,İstanbul Anadolu 16. İcra Dairesi,9190380457,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR820001500158007297936929
İstanbul,İstanbul,İstanbul Anadolu 17. İcra Dairesi,9190380465,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR900001500158007299352597
İstanbul,İstanbul,İstanbul Anadolu 17. İcra Dairesi,9190380465,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR660001500158007299301037
İstanbul,İstanbul,İstanbul Anadolu 17. İcra Dairesi,9190380465,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR350001500158007297937096
İstanbul,İstanbul,İstanbul Anadolu 18. İcra Dairesi,9060232481,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR890001500158007290497291
İstanbul,İstanbul,İstanbul Anadolu 18. İcra Dairesi,9060232481,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR290001500158007299248353
İstanbul,İstanbul,İstanbul Anadolu 18. İcra Dairesi,9060232481,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR110001500158007284956115
İstanbul,İstanbul,İstanbul Anadolu 19. İcra Dairesi,9060287589,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR070001500158007290497312
İstanbul,İstanbul,İstanbul Anadolu 19. İcra Dairesi,9060287589,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR170001500158007299244980
İstanbul,İstanbul,İstanbul Anadolu 19. İcra Dairesi,9060287589,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR430001500158007285175341
İstanbul,İstanbul,İstanbul Anadolu 20. İcra Dairesi,9060418821,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR740001500158007292635150
İstanbul,İstanbul,İstanbul Anadolu 20. İcra Dairesi,9060418821,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR860001500158007299248103
İstanbul,İstanbul,İstanbul Anadolu 20. İcra Dairesi,9060418821,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR620001500158007292580755
İstanbul,İstanbul,İstanbul Anadolu 21. İcra Dairesi,9220076478,İSTANBUL KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR340001500158007290494207
İstanbul,İstanbul,İstanbul Anadolu 21. İcra Dairesi,9220076478,İSTANBUL KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR070001500158007299294048
İstanbul,İstanbul,İstanbul Anadolu 21. İcra Dairesi,9220076478,İSTANBUL KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR270001500158007286912996
İstanbul,İstanbul,İstanbul Anadolu 22. İcra Dairesi,9260043909,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR800001500158007290494252
İstanbul,İstanbul,İstanbul Anadolu 22. İcra Dairesi,9260043909,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR180001500158007299294044
İstanbul,İstanbul,İstanbul Anadolu 22. İcra Dairesi,9260043909,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR840001500158007287734142
İstanbul,İstanbul,İstanbul Anadolu 23. İcra Dairesi,9960047641,İSTANBUL KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR450001500158007299294043
İstanbul,İstanbul,İstanbul Anadolu 23. İcra Dairesi,9960047641,İSTANBUL KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR840001500158007290494277
İstanbul,İstanbul,İstanbul Anadolu 23. İcra Dairesi,9960047641,İSTANBUL KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR260001500158007285247427
İstanbul,İstanbul,İstanbul Anadolu 24. İcra Dairesi,3130015244,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR880001500158007299294045
İstanbul,İstanbul,İstanbul Anadolu 24. İcra Dairesi,3130015244,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR020001500158007290494298
İstanbul,İstanbul,İstanbul Anadolu 24. İcra Dairesi,3130015244,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR840001500158007285564931
