il,ilce,mahalle,posta_kodu
Kayseri,Yahyalı,Madazı Mahallesi,38500
Kayseri,Yahyalı,Mustafabeyli Mahallesi,38500
Kayseri,Yahyalı,Sazak Mahallesi,38500
Kayseri,Yahyalı,Senirköy Mahallesi,38500
Kayseri,Yahyalı,Seydili Mahallesi,38500
Kayseri,Yahyalı,Süleymanfakılı Mahallesi,38500
Kayseri,Yahyalı,Taşhan Mahallesi,38500
Kayseri,Yahyalı,Ulupınar Mahallesi,38500
Kayseri,Yahyalı,Yenice Mahallesi,38500
Kayseri,Yahyalı,Yerköy Mahallesi,38500
Kayseri,Yahyalı,Yeşilköy Mahallesi,38500
Kayseri,Yahyalı,Yuları Mahallesi,38500
Kayseri,Yeşilhisar,Akköy Mahallesi,38800
Kayseri,Yeşilhisar,Araplı Mahallesi,38800
Kayseri,Yeşilhisar,Başköy Mahallesi,38800
Kayseri,Yeşilhisar,Beyleryukarı Mahallesi,38800
Kayseri,Yeşilhisar,Büget Mahallesi,38800
Kayseri,Yeşilhisar,Camikebir Mahallesi,38800
Kayseri,Yeşilhisar,Cumhuriyet Mahallesi,38800
Kayseri,Yeşilhisar,Çadırkaya Mahallesi,38800
Kayseri,Yeşilhisar,Derbentbaşı Mahallesi,38800
Kayseri,Yeşilhisar,Doğanlı Mahallesi,38800
Kayseri,Yeşilhisar,Erdemli Mahallesi,38800
Kayseri,Yeşilhisar,Fatih Mahallesi,38800
Kayseri,Yeşilhisar,Fevzioğlu Mahallesi,38800
Kayseri,Yeşilhisar,Gülbayır Mahallesi,38800
Kayseri,Yeşilhisar,Güney Mahallesi,38800
Kayseri,Yeşilhisar,Güzelöz Mahallesi,38800
Kayseri,Yeşilhisar,Içmece Mahallesi,38800
Kayseri,Yeşilhisar,Idris Mahallesi,38800
Kayseri,Yeşilhisar,Kale Mahallesi,38800
Kayseri,Yeşilhisar,Karacabey Mahallesi,38800
Kayseri,Yeşilhisar,Kavak Mahallesi,38800
Kayseri,Yeşilhisar,Kayadibi Mahallesi,38800
Kayseri,Yeşilhisar,Keler Mahallesi,38800
Kayseri,Yeşilhisar,Keşlik Mahallesi,38800
Kayseri,Yeşilhisar,Kovalı Mahallesi,38800
Kayseri,Yeşilhisar,Köşk Mahallesi,38800
Kayseri,Yeşilhisar,Kuşçu Mahallesi,38800
Kayseri,Yeşilhisar,Kuzey Mahallesi,38800
Kayseri,Yeşilhisar,Mahmudiye Mahallesi,38800
Kayseri,Yeşilhisar,Musahacılı Mahallesi,38800
Kayseri,Yeşilhisar,Ovaçiftlik Mahallesi,38800
Kayseri,Yeşilhisar,Soğanlı Mahallesi,38800
Kayseri,Yeşilhisar,Yavuz Selim Mahallesi,38800
Kayseri,Yeşilhisar,Yenişehir Mahallesi,38800
Kayseri,Yeşilhisar,Yeşilova Mahallesi,38800
Kırıkkale,Bahşili,Atadönmez Mahallesi,71460
Kırıkkale,Bahşili,Bağevleri Mah (Çamlıca Köyü),71462
Kırıkkale,Bahşili,Bahçeli Mahallesi,71460
Kırıkkale,Bahşili,Bahçelievler Mah (Karaahmetli Köyü),71462
Kırıkkale,Bahşili,Çamlıca Köyü,71462
Kırıkkale,Bahşili,Denizli Ercanlar Mah (Küreboğazı Köyü),71462
Kırıkkale,Bahşili,Doğanay Mahallesi,71460
Kırıkkale,Bahşili,Esentepe Mah (Karaahmetli Köyü),71462
Kırıkkale,Bahşili,Hüseyin Onbaşı Mahallesi,71460
Kırıkkale,Bahşili,Küçüksarıkayalar Köyü,71462
Kırıkkale,Bahşili,Küreboğazı Köyü,71462
Kırıkkale,Bahşili,Mezra Mah (Çamlıca Köyü),71462
Kırıkkale,Bahşili,Sarıkayalar Köyü,71462
Kırıkkale,Bahşili,Yayla Evleri Mah (Küreboğazı Köyü),71462
Kırıkkale,Bahşili,Yaylaevi Mah (Çamlıca Köyü),71462
Kırıkkale,Bahşili,Yeşil Konak Mah (Karaahmetli Köyü),71462
Kırıkkale,Bahşili,Yeşilköy Mahallesi,71460
Kırıkkale,Balışeyh,Akçakavak Köyü,71522
Kırıkkale,Balışeyh,Aşağıkarakısık Köyü,71522
Kırıkkale,Balışeyh,Aydınşıh Köyü,71522
Kırıkkale,Balışeyh,Ayvaderesi Mah (Kenanoba Köyü),71522
Kırıkkale,Balışeyh,Azgın Yaylası Mah (Kenanoba Köyü),71522
Kırıkkale,Balışeyh,Bağlarbaşı Mah (Koçubaba Köyü),71522
Kırıkkale,Balışeyh,Bahçelievler Mah (Koçubaba Köyü),71522
Kırıkkale,Balışeyh,Ballı Mahallesi,71520
Kırıkkale,Balışeyh,Battaloba Köyü,71522
Kırıkkale,Balışeyh,Beşbıçak Köyü,71522
Kırıkkale,Balışeyh,Beyobası Köyü,71522
Kırıkkale,Balışeyh,Bıyıkaydın Köyü,71522
Kırıkkale,Balışeyh,Dikmen Köyü,71522
Kırıkkale,Balışeyh,Dostlar Mah (Koçubaba Köyü),71522
Kırıkkale,Balışeyh,Eldelek Köyü,71522
Kırıkkale,Balışeyh,Eldelek Mah (Beyobası Köyü),71522
Kırıkkale,Balışeyh,Esentepe Mah (Mehmetbeyobası Köyü),71522
Kırıkkale,Balışeyh,Fatih Mah (Kulaksız Köyü),71522
Kırıkkale,Balışeyh,Gazi Mah (Kulaksız Köyü),71522
Kırıkkale,Balışeyh,Hıdırşıh Köyü,71522
Kırıkkale,Balışeyh,Hüseyinoba Köyü,71522
Kırıkkale,Balışeyh,Işıklar Köyü,71522
Kırıkkale,Balışeyh,Izzettin Köyü,71522
Kırıkkale,Balışeyh,Karahocalı Mah (Kılevli Köyü),71522
Kırıkkale,Balışeyh,Karalı Köyü,71522
Kırıkkale,Balışeyh,Kargın Köyü,71522
Kırıkkale,Balışeyh,Kenanoba Köyü,71522
Kırıkkale,Balışeyh,Kılevli Köyü,71522
Kırıkkale,Balışeyh,Kırlangıç Köyü,71522
Kırıkkale,Balışeyh,Kösedurak Köyü,71522
Kırıkkale,Balışeyh,Kuşburnu Mah (Mehmetbeyobası Köyü),71522
Kırıkkale,Balışeyh,Mehmetbeyobası Köyü,71522
Kırıkkale,Balışeyh,Mevki Mah (Izzettin Köyü),71522
Kırıkkale,Balışeyh,Oba Mahallesi,71520
Kırıkkale,Balışeyh,Selamlı Köyü,71522
Kırıkkale,Balışeyh,Toki Mahallesi,71520
Kırıkkale,Balışeyh,Ufuk Mah (Kulaksız Köyü),71522
Kırıkkale,Balışeyh,Ulaklı Köyü,71522
Kırıkkale,Balışeyh,Uzunlar Köyü,71522
Kırıkkale,Balışeyh,Yassıbağ Mah (Kenanoba Köyü),71522
Kırıkkale,Balışeyh,Yeni Mahallesi,71520
Kırıkkale,Balışeyh,Yenice Köyü,71522
Kırıkkale,Balışeyh,Yenilli Köyü,71522
Kırıkkale,Balışeyh,Yukarıkarakısık Köyü,71522
Kırıkkale,Çelebi,Alıcıyeniyapan Köyü,71812
Kırıkkale,Çelebi,Barbaros Mahallesi,71810
Kırıkkale,Çelebi,Fatih Mahallesi,71810
Kırıkkale,Çelebi,Gülveren Mahallesi,71810
Kırıkkale,Çelebi,Hacıyusuflu Köyü,71812
Kırıkkale,Çelebi,Halildede Köyü,71812
Kırıkkale,Çelebi,Iğdebeli Köyü,71812
Kırıkkale,Çelebi,Kaldırım Köyü,71812
Kırıkkale,Çelebi,Karaağaç Köyü,71812
Kırıkkale,Çelebi,Karaağıl Köyü,71812
Kırıkkale,Çelebi,Karabucak Köyü,71812
Kırıkkale,Çelebi,Karahacılı Köyü,71812
Kırıkkale,Çelebi,Karayakup Köyü,71812
Kırıkkale,Çelebi,Kepirli Köyü,71812
Kırıkkale,Çelebi,Tilkili Köyü,71812
Kırıkkale,Çelebi,Yeni Mahallesi,71810
Kırıkkale,Çelebi,Yukarışıh Köyü,71812
Kırıkkale,Delice,Akboğaz Köyü,71702
Kırıkkale,Delice,Aktepe Mahallesi,71700
Kırıkkale,Delice,Alcılı Köyü,71702
Kırıkkale,Delice,Arbişli Köyü,71702
Kırıkkale,Delice,Aşağıihsangazili Köyü,71702
Kırıkkale,Delice,Avşar Mah (Büyükafşar Köyü),71702
Kırıkkale,Delice,Aydınlar Mah (Büyükyağlı Köyü),71702
Kırıkkale,Delice,Bahçelievler Mah (Büyükafşar Köyü),71702
Kırıkkale,Delice,Bahçelievler Mah (Büyükyağlı Köyü),71702
Kırıkkale,Delice,Baraklı Köyü,71702
Kırıkkale,Delice,Boğaziçi Mah (Büyükafşar Köyü),71702
Kırıkkale,Delice,Bozköy Köyü,71702
Kırıkkale,Delice,Coğul Köyü,71702
Kırıkkale,Delice,Cumhuriyet Mah (Büyükyağlı Köyü),71702
Kırıkkale,Delice,Cumhuriyet Mahallesi,71700
Kırıkkale,Delice,Çatallı Köyü,71702
Kırıkkale,Delice,Çatallıkarakoyunlu Köyü,71702
Kırıkkale,Delice,Çongar Köyü,71702
Kırıkkale,Delice,Dağobası Köyü,71702
Kırıkkale,Delice,Derekışla Köyü,71702
Kırıkkale,Delice,Doğanören Köyü,71702
Kırıkkale,Delice,Elmalı Köyü,71702
Kırıkkale,Delice,Evliyalı Köyü,71702
Kırıkkale,Delice,Fadılobası Köyü,71702
Kırıkkale,Delice,Fatih Mahallesi,71700
Kırıkkale,Delice,Fevzi Çakmak Mahallesi,71700
Kırıkkale,Delice,Gökçebel Mah (Çerikli Köyü),71702
Kırıkkale,Delice,Gözükızıllı Köyü,71702
Kırıkkale,Delice,Gündüz Mahallesi,71700
Kırıkkale,Delice,Hacıobası Köyü,71702
Kırıkkale,Delice,Halitli Köyü,71702
Kırıkkale,Delice,Herekli Köyü,71702
Kırıkkale,Delice,Hürriyet Mahallesi,71700
Kırıkkale,Delice,Imirli Köyü,71702
Kırıkkale,Delice,Karabekir Mahallesi,71700
Kırıkkale,Delice,Karaköseli Köyü,71702
Kırıkkale,Delice,Karpuz Köyü,71702
Kırıkkale,Delice,Karşıyaka Mah (Büyükafşar Köyü),71702
Kırıkkale,Delice,Kavakköy Köyü,71702
Kırıkkale,Delice,Kocabaş Köyü,71702
Kırıkkale,Delice,Kurtoğlu Köyü,71702
Kırıkkale,Delice,Kuzayyurt Köyü,71702
Kırıkkale,Delice,Küçükafşar Köyü,71702
Kırıkkale,Delice,Merkez Mah (Çerikli Köyü),71702
Kırıkkale,Delice,Meşeyayla Köyü,71702
Kırıkkale,Delice,Mimar Sinan Mahallesi,71700
Kırıkkale,Delice,Ocakbaşı Köyü,71702
Kırıkkale,Delice,Sakarya Mah (Çerikli Köyü),71702
Kırıkkale,Delice,Sarıyaka Köyü,71702
Kırıkkale,Delice,Şahcalı Köyü,71702
Kırıkkale,Delice,Taşyazı Köyü,71702
Kırıkkale,Delice,Tatlıcak Köyü,71702
Kırıkkale,Delice,Tavaözü Köyü,71702
Kırıkkale,Delice,Tekkeköy Köyü,71702
Kırıkkale,Delice,Yaylayurt Köyü,71702
Kırıkkale,Delice,Yeni Mah (Büyükafşar Köyü),71702
Kırıkkale,Delice,Yeni Mah (Büyükyağlı Köyü),71702
Kırıkkale,Delice,Yeni Mah (Çerikli Köyü),71702
Kırıkkale,Delice,Yeniyapan Köyü,71702
Kırıkkale,Delice,Yerlikent Mah (Çerikli Köyü),71702
Kırıkkale,Delice,Yıldız Mah (Büyükyağlı Köyü),71702
Kırıkkale,Karakeçili,Akkoşan Köyü,71502
Kırıkkale,Karakeçili,Fatih Sultan Mehmet Mahallesi,71500
Kırıkkale,Karakeçili,Hoca Ahmet Yesevi Mahallesi,71500
Kırıkkale,Karakeçili,Karşıyaka Mahallesi,71500
Kırıkkale,Karakeçili,Kurtuluş Mahallesi,71500
Kırıkkale,Karakeçili,Mareşal Fevzi Çakmak Mahallesi,71500
Kırıkkale,Karakeçili,Sulubük Köyü,71502
Kırıkkale,Karakeçili,Yavuz Sultan Selim Mahallesi,71500
Kırıkkale,Karakeçili,Yeşilevler Mahallesi,71500
Kırıkkale,Karakeçili,Zafer Mahallesi,71500
Kırıkkale,Keskin,Acıçiftliği Mah (Ceritobası Köyü),71860
Kırıkkale,Keskin,Altuntaş Mahallesi,71800
Kırıkkale,Keskin,Armutlu Köyü,71860
Kırıkkale,Keskin,Aşağı Olunlu Mah (Olunlu Köyü),71860
Kırıkkale,Keskin,Aşağışıh Köyü,71860
Kırıkkale,Keskin,Bahçelievler Mah (Konur Köyü),71860
Kırıkkale,Keskin,Barak Köyü,71860
Kırıkkale,Keskin,Barakobası Köyü,71860
Kırıkkale,Keskin,Beşler Köyü,71860
Kırıkkale,Keskin,Bozkurt Mahallesi,71800
Kırıkkale,Keskin,Büyükceceli Köyü,71860
Kırıkkale,Keskin,Cabatobası Köyü,71860
Kırıkkale,Keskin,Cankurtaran Köyü,71860
Kırıkkale,Keskin,Cebrailli Köyü,71860
Kırıkkale,Keskin,Ceritkale Köyü,71860
Kırıkkale,Keskin,Ceritobası Köyü,71860
Kırıkkale,Keskin,Cinali Köyü,71860
Kırıkkale,Keskin,Çalış Köyü,71860
Kırıkkale,Keskin,Çamurabatmaz Köyü,71860
Kırıkkale,Keskin,Çipideresi Köyü,71860
Kırıkkale,Keskin,Dağsolaklısı Köyü,71860
Kırıkkale,Keskin,Danacıobası Köyü,71860
Kırıkkale,Keskin,Efendiköy Köyü,71860
Kırıkkale,Keskin,Elifoğlu Mah (Barakobası Köyü),71860
Kırıkkale,Keskin,Eminefendi Köyü,71860
Kırıkkale,Keskin,Eroğlu Köyü,71860
Kırıkkale,Keskin,Esatmüminli Köyü,71860
Kırıkkale,Keskin,Eskialibudak Köyü,71860
Kırıkkale,Keskin,Fatih Mah (Köprüköy Köyü),71860
Kırıkkale,Keskin,Gazibeyli Köyü,71860
Kırıkkale,Keskin,Göçbeyli Köyü,71860
Kırıkkale,Keskin,Göktaş Köyü,71860
Kırıkkale,Keskin,Gülkonak Köyü,71860
Kırıkkale,Keskin,Gündoğdu Mahallesi,71800
Kırıkkale,Keskin,Güneş Mah (Ceritmüminli Köyü),71860
Kırıkkale,Keskin,Güzelyaka Mah (Konur Köyü),71860
Kırıkkale,Keskin,Hacıaliobası Köyü,71860
Kırıkkale,Keskin,Hacıömersolaklısı Köyü,71860
Kırıkkale,Keskin,Hamit Mevki Mah (Cinali Köyü),71860
Kırıkkale,Keskin,Haydardede Köyü,71860
Kırıkkale,Keskin,Inziloğlu Köyü,71860
Kırıkkale,Keskin,Kaçakköy Köyü,71860
Kırıkkale,Keskin,Karafakılı Köyü,71860
Kırıkkale,Keskin,Karşıyaka Mah (Konur Köyü),71860
Kırıkkale,Keskin,Karşıyaka Mah (Köprüköy Köyü),71860
Kırıkkale,Keskin,Kasımağa Köyü,71860
Kırıkkale,Keskin,Kavlak Köyü,71860
Kırıkkale,Keskin,Kavurgalı Köyü,71860
Kırıkkale,Keskin,Kayalaksolaklısı Köyü,71860
Kırıkkale,Keskin,Keskinkayalar Mah (Çipideresi Köyü),71860
Kırıkkale,Keskin,Kevenli Köyü,71860
Kırıkkale,Keskin,Konurhacıobası Köyü,71860
Kırıkkale,Keskin,Köşker Mah (Büyükceceli Köyü),71860
Kırıkkale,Keskin,Kurşunkaya Köyü,71860
Kırıkkale,Keskin,Kuzugüdenli Köyü,71860
Kırıkkale,Keskin,Kürek Mah (Çipideresi Köyü),71860
Kırıkkale,Keskin,Maden Mahallesi,71800
Kırıkkale,Keskin,Müsellim Köyü,71860
Kırıkkale,Keskin,Olunlu Köyü,71860
Kırıkkale,Keskin,Organize Sanayi Bölgesi Mah (Cankurtaran Köyü),71860
Kırıkkale,Keskin,Ortasöken Köyü,71860
Kırıkkale,Keskin,Ömerin Mah (Barakobası Köyü),71860
Kırıkkale,Keskin,Polatyurdu Köyü,71860
Kırıkkale,Keskin,Seyfli Köyü,71860
Kırıkkale,Keskin,Takazlı Köyü,71860
Kırıkkale,Keskin,Tandoğan Mah (Ceritmüminli Köyü),71860
Kırıkkale,Keskin,Taşlık Mah (Barakobası Köyü),71860
Kırıkkale,Keskin,Topallar Mah (Çipideresi Köyü),71860
Kırıkkale,Keskin,Turhanlı Köyü,71860
Kırıkkale,Keskin,Ufuk Mah (Ceritmüminli Köyü),71860
Kırıkkale,Keskin,Üçevler Köyü,71860
Kırıkkale,Keskin,Üçkuyu Köyü,71860
Kırıkkale,Keskin,Yeni Mah (Köprüköy Köyü),71860
Kırıkkale,Keskin,Yeni Mahallesi,71800
Kırıkkale,Keskin,Yenialibudak Köyü,71860
Kırıkkale,Keskin,Yenice Mahallesi,71800
Kırıkkale,Keskin,Yenimerden Mah (Ceritobası Köyü),71860
Kırıkkale,Keskin,Yeniyapan Köyü,71860
Kırıkkale,Keskin,Yeşiltaş Mah (Konur Köyü),71860
Kırıkkale,Keskin,Yoncalı Köyü,71860
Kırıkkale,Merkez,Akşemsettin Mahallesi,71400
Kırıkkale,Merkez,Altınova Mah (Hacılar Köyü),71010
Kırıkkale,Merkez,Aşağımahmutlar Mahallesi,71100
Kırıkkale,Merkez,Bağlar Mah (Hasandede Köyü),71010
Kırıkkale,Merkez,Bağlarbaşı Mahallesi,71400
Kırıkkale,Merkez,Bahçelievler Mah (Hasandede Köyü),71010
Kırıkkale,Merkez,Bahçelievler Mahallesi,71300
Kırıkkale,Merkez,Çalılıöz Mahallesi,71100
Kırıkkale,Merkez,Çullu Mahallesi,71100
Kırıkkale,Merkez,Dağevi Köyü,71010
Kırıkkale,Merkez,Etiler Mahallesi,71400
Kırıkkale,Merkez,Fabrikalar Mahallesi,71100
Kırıkkale,Merkez,Fatih Mahallesi,71400
Kırıkkale,Merkez,Gülevler Mah (Hasandede Köyü),71010
Kırıkkale,Merkez,Gündoğdu Mah (Hasandede Köyü),71010
Kırıkkale,Merkez,Gündoğdu Mahallesi,71400
Kırıkkale,Merkez,Gürler Mahallesi,71200
Kırıkkale,Merkez,Güzeltepe Mahallesi,71200
Kırıkkale,Merkez,Hacıbey Mah (Hacılar Köyü),71010
Kırıkkale,Merkez,Hüseyin Kahya Mahallesi,71200
Kırıkkale,Merkez,Kaletepe Mahallesi,71400
Kırıkkale,Merkez,Karacaali Köyü,71010
Kırıkkale,Merkez,Karşıyaka Mahallesi,71300
Kırıkkale,Merkez,Kazmaca Köyü,71010
Kırıkkale,Merkez,Kırıkköyü Mahallesi,71400
Kırıkkale,Merkez,Kızıldere Köyü,71010
Kırıkkale,Merkez,Kızılırmak Mahallesi,71300
Kırıkkale,Merkez,Kimeski Mahallesi,71300
Kırıkkale,Merkez,Kurtuluş Mahallesi,71200
Kırıkkale,Merkez,Osmangazi Mahallesi,71400
Kırıkkale,Merkez,Ovacık Mahallesi,71200
Kırıkkale,Merkez,Ömerli Mah (Ahılı Köyü),71010
Kırıkkale,Merkez,Pazarcık Köyü,71010
Kırıkkale,Merkez,Pınarbaşı Mah (Ahılı Köyü),71010
Kırıkkale,Merkez,Sağlık Mah (Hacılar Köyü),71010
Kırıkkale,Merkez,Sanayi Mahallesi,71400
Kırıkkale,Merkez,Selim Özer Mahallesi,71300
Kırıkkale,Merkez,Tekke Mah (Ahılı Köyü),71010
Kırıkkale,Merkez,Tepebaşı Mahallesi,71200
Kırıkkale,Merkez,Ulaş Köyü,71010
Kırıkkale,Merkez,Yaylacık Mahallesi,71100
Kırıkkale,Merkez,Yenidoğan Mahallesi,71200
Kırıkkale,Merkez,Yenimahalle Mahallesi,71100
Kırıkkale,Merkez,Yukarımahmutlar Köyü,71010
Kırıkkale,Merkez,Yuva Mahallesi,71300
Kırıkkale,Sulakyurt,Ağaylı Köyü,71902
Kırıkkale,Sulakyurt,Akkuyu Köyü,71902
Kırıkkale,Sulakyurt,Alişeyhli Köyü,71902
Kırıkkale,Sulakyurt,Ambardere Köyü,71902
Kırıkkale,Sulakyurt,Ayvatlı Köyü,71902
Kırıkkale,Sulakyurt,Barış Mah (Hamzalı Köyü),71902
Kırıkkale,Sulakyurt,Cumhuriyet Mah (Hamzalı Köyü),71902
Kırıkkale,Sulakyurt,Çayoba Köyü,71902
Kırıkkale,Sulakyurt,Çevrimli Köyü,71902
Kırıkkale,Sulakyurt,Danacı Köyü,71902
Kırıkkale,Sulakyurt,Deredüzü Köyü,71902
Kırıkkale,Sulakyurt,Esenpınar Köyü,71902
Kırıkkale,Sulakyurt,Faraşlı Köyü,71902
Kırıkkale,Sulakyurt,Fatih Mah (Güzelyurt Köyü),71902
Kırıkkale,Sulakyurt,Hürriyet Mah (Hamzalı Köyü),71902
Kırıkkale,Sulakyurt,Imamoğluçeşmesi Köyü,71902
Kırıkkale,Sulakyurt,Kalekışla Köyü,71902
Kırıkkale,Sulakyurt,Kıyıhalilinceli Köyü,71902
Kırıkkale,Sulakyurt,Kıyıkavurgalı Köyü,71902
Kırıkkale,Sulakyurt,Koruköy Köyü,71902
Kırıkkale,Sulakyurt,Körkuyu Mah (Sofularçiftliği Köyü),71902
Kırıkkale,Sulakyurt,Kurtuluş Mah (Güzelyurt Köyü),71902
Kırıkkale,Sulakyurt,Mevlana Mah (Güzelyurt Köyü),71902
Kırıkkale,Sulakyurt,Ortaköy Köyü,71902
Kırıkkale,Sulakyurt,Sarıkızlı Köyü,71902
Kırıkkale,Sulakyurt,Sarımbey Köyü,71902
Kırıkkale,Sulakyurt,Sofularçiftliği Köyü,71902
Kırıkkale,Sulakyurt,Yağbasan Köyü,71902
Kırıkkale,Sulakyurt,Yayla Mahallesi,71900
Kırıkkale,Sulakyurt,Yeni Mahallesi,71900
Kırıkkale,Sulakyurt,Yeni Öz Mahallesi,71900
Kırıkkale,Sulakyurt,Yeniceli Köyü,71902
Kırıkkale,Sulakyurt,Yenihayat Mahallesi,71900
Kırıkkale,Sulakyurt,Yeşilli Köyü,71902
Kırıkkale,Sulakyurt,Yeşilyazı Köyü,71902
Kırıkkale,Sulakyurt,Yeşilyurt Mahallesi,71900
Kırıkkale,Sulakyurt,Yıldız Mahallesi,71900
Kırıkkale,Sulakyurt,Yunus Emre Mah (Güzelyurt Köyü),71902
Kırıkkale,Sulakyurt,Yükselen Mahallesi,71900
Kırıkkale,Yahşihan,Aktaşlar Yaylası Mah (Mahmutlar Köyü),71452
Kırıkkale,Yahşihan,Alaaddin Mahallesi,71450
Kırıkkale,Yahşihan,Araplı Mevkii Mah (Mahmutlar Köyü),71452
Kırıkkale,Yahşihan,Bahçelievler Mah (Kılıçlar Köyü),71452
Kırıkkale,Yahşihan,Battalgazi Mah (Irmak Köyü),71452
Kırıkkale,Yahşihan,Bedesten Köyü,71452
Kırıkkale,Yahşihan,Boğaziçi Mah (Irmak Köyü),71452
Kırıkkale,Yahşihan,Çiftlik Mah (Hisarköy Köyü),71452
Kırıkkale,Yahşihan,Doğanlık Mahallesi,71450
Kırıkkale,Yahşihan,Emirler Mahallesi,71450
Kırıkkale,Yahşihan,Enver Paşa Mah (Kılıçlar Köyü),71452
Kırıkkale,Yahşihan,Erenler Mahallesi,71450
Kırıkkale,Yahşihan,Fatih Mah (Irmak Köyü),71452
Kırıkkale,Yahşihan,Gedikardı Mah (Hisarköy Köyü),71452
Kırıkkale,Yahşihan,Güllük Çiftliği Mah (Keçili Köyü),71452
Kırıkkale,Yahşihan,Güzeren Mah (Mahmutlar Köyü),71452
Kırıkkale,Yahşihan,Hacıbalı Köyü,71452
Kırıkkale,Yahşihan,Hacıbalıosb Mah (Hacıbalı Köyü),71452
Kırıkkale,Yahşihan,Hisarköy Köyü,71452
Kırıkkale,Yahşihan,Kadıoğlu Mahallesi,71450
Kırıkkale,Yahşihan,Kalecik Karadağ Mevkii Mah (Mahmutlar Köyü),71452
Kırıkkale,Yahşihan,Keçili Köyü,71452
Kırıkkale,Yahşihan,Köyönü Mevkii Mah (Hacıbalı Köyü),71452
Kırıkkale,Yahşihan,Kütüklü Mah (Mahmutlar Köyü),71452
Kırıkkale,Yahşihan,Mahmutlar Köyü,71452
Kırıkkale,Yahşihan,Seyitali Mah (Kılıçlar Köyü),71452
Kırıkkale,Yahşihan,Seyrantepe Mah (Irmak Köyü),71452
Kırıkkale,Yahşihan,Şehit Türker Mah (Kılıçlar Köyü),71452
Kırıkkale,Yahşihan,Üzümlü Mevkii Mah (Bedesten Köyü),71452
Kırıkkale,Yahşihan,Vakağın Tepesi Mah (Keçili Köyü),71452
Kırıkkale,Yahşihan,Yazı Mevkii Mah (Hacıbalı Köyü),71452
Kırıkkale,Yahşihan,Yenişehir Mahallesi,71450
Kırıkkale,Yahşihan,Yeşil Vadi Mahallesi,71450
Kırıkkale,Yahşihan,Yeşilöz Mah (Irmak Köyü),71452
Kırklareli,Babaeski,Ağayeri Köyü,39202
Kırklareli,Babaeski,Atatürk Mah (Sinanlı Köyü),39202
Kırklareli,Babaeski,Atatürk Mahallesi,39200
Kırklareli,Babaeski,Birlik Mah (Karahalil Köyü),39202
Kırklareli,Babaeski,Cumhuriyet Mah (Sinanlı Köyü),39202
Kırklareli,Babaeski,Cumhuriyet Mahallesi,39200
Kırklareli,Babaeski,Çavuşköy Köyü,39202
Kırklareli,Babaeski,Çengerli Köyü,39202
Kırklareli,Babaeski,Çiğdemli Köyü,39202
Kırklareli,Babaeski,Demirkapı Mah (Karahalil Köyü),39202
Kırklareli,Babaeski,Dindoğru Mahallesi,39200
Kırklareli,Babaeski,Düğüncülü Köyü,39202
Kırklareli,Babaeski,Erikleryurdu Köyü,39202
Kırklareli,Babaeski,Ertuğrulköy Köyü,39202
Kırklareli,Babaeski,Fevzi Çakmak Mah (Karahalil Köyü),39202
Kırklareli,Babaeski,Fevzi Çakmak Mahallesi,39200
Kırklareli,Babaeski,Gazikemal Mahallesi,39200
Kırklareli,Babaeski,Gaziosmanpaşa Mahallesi,39200
Kırklareli,Babaeski,Gülbahçe Mah (Alpullu Köyü),39570
Kırklareli,Babaeski,Hacıhasan Mahallesi,39200
Kırklareli,Babaeski,Halilpaşa Mah (Karahalil Köyü),39202
Kırklareli,Babaeski,Hamidiye Mahallesi,39200
Kırklareli,Babaeski,Hatip Mah (Büyükmandıra Köyü),39202
Kırklareli,Babaeski,Hazinedar Köyü,39202
Kırklareli,Babaeski,Hürriyet Mah (Büyükmandıra Köyü),39202
Kırklareli,Babaeski,Kadıköy Köyü,39202
Kırklareli,Babaeski,Karabayır Köyü,39202
Kırklareli,Babaeski,Karacaoğlan Köyü,39202
Kırklareli,Babaeski,Karamesutlu Köyü,39202
Kırklareli,Babaeski,Katranca Köyü,39202
Kırklareli,Babaeski,Kemal Paşa Mah (Karahalil Köyü),39202
Kırklareli,Babaeski,Kuleli Köyü,39202
Kırklareli,Babaeski,Kumrular Köyü,39202
Kırklareli,Babaeski,Kurtuluş Mahallesi,39200
Kırklareli,Babaeski,Kuzuçardağı Köyü,39202
Kırklareli,Babaeski,Minnetler Köyü,39202
Kırklareli,Babaeski,Mutlu Köyü,39202
Kırklareli,Babaeski,Müsellim Köyü,39202
Kırklareli,Babaeski,Nacak Köyü,39202
Kırklareli,Babaeski,Nadırlı Köyü,39202
Kırklareli,Babaeski,Oruçlu Köyü,39202
Kırklareli,Babaeski,Osmaniye Köyü,39202
Kırklareli,Babaeski,Pancarköy Köyü,39202
Kırklareli,Babaeski,Paşa Mah (Büyükmandıra Köyü),39202
Kırklareli,Babaeski,Sofuhalil Köyü,39202
Kırklareli,Babaeski,Şamdani Mah (Büyükmandıra Köyü),39202
Kırklareli,Babaeski,Şeker Mah (Alpullu Köyü),39570
Kırklareli,Babaeski,Taşağıl Bucak Merkezi Köyü,39202
Kırklareli,Babaeski,Taşköprü Köyü,39202
Kırklareli,Babaeski,Terzili Köyü,39202
Kırklareli,Babaeski,Yeni Mah (Alpullu Köyü),39570
Kırklareli,Babaeski,Yeniköy Köyü,39202
Kırklareli,Babaeski,Yenimahalle Köyü,39202
Kırklareli,Demirköy,Armutveren Köyü,39502
